epoch	train_mse	test_mse	test_accuracy
4877	0.213930	0.211394	0.6940
4878	0.213929	0.211393	0.6940
4879	0.213929	0.211392	0.6940
4880	0.213928	0.211391	0.6940
4881	0.213927	0.211390	0.6940
4882	0.213927	0.211390	0.6940
4883	0.213926	0.211389	0.6940
4884	0.213925	0.211388	0.6940
4885	0.213925	0.211387	0.6940
4886	0.213924	0.211387	0.6940
4887	0.213924	0.211386	0.6940
4888	0.213923	0.211385	0.6940
4889	0.213922	0.211384	0.6940
4890	0.213922	0.211383	0.6940
4891	0.213921	0.211383	0.6940
4892	0.213920	0.211382	0.6940
4893	0.213920	0.211381	0.6940
4894	0.213919	0.211380	0.6940
4895	0.213919	0.211380	0.6940
4896	0.213918	0.211379	0.6940
4897	0.213917	0.211378	0.6940
4898	0.213917	0.211377	0.6940
4899	0.213916	0.211376	0.6940
4900	0.213916	0.211376	0.6940
4901	0.213915	0.211375	0.6940
4902	0.213914	0.211374	0.6940
4903	0.213914	0.211373	0.6940
4904	0.213913	0.211373	0.6940
4905	0.213913	0.211372	0.6940
4906	0.213912	0.211371	0.6940
4907	0.213911	0.211370	0.6940
4908	0.213911	0.211370	0.6940
4909	0.213910	0.211369	0.6940
4910	0.213910	0.211368	0.6940
4911	0.213909	0.211367	0.6940
4912	0.213908	0.211367	0.6940
4913	0.213908	0.211366	0.6940
4914	0.213907	0.211365	0.6940
4915	0.213907	0.211364	0.6940
4916	0.213906	0.211364	0.6940
4917	0.213905	0.211363	0.6940
4918	0.213905	0.211362	0.6940
4919	0.213904	0.211361	0.6940
4920	0.213904	0.211361	0.6940
4921	0.213903	0.211360	0.6940
4922	0.213902	0.211359	0.6940
4923	0.213902	0.211358	0.6940
4924	0.213901	0.211358	0.6940
4925	0.213901	0.211357	0.6940
4926	0.213900	0.211356	0.6940
4927	0.213900	0.211356	0.6940
4928	0.213899	0.211355	0.6940
4929	0.213898	0.211354	0.6940
4930	0.213898	0.211353	0.6940
4931	0.213897	0.211353	0.6940
4932	0.213897	0.211352	0.6940
4933	0.213896	0.211351	0.6940
4934	0.213896	0.211350	0.6940
4935	0.213895	0.211350	0.6940
4936	0.213894	0.211349	0.6940
4937	0.213894	0.211348	0.6940
4938	0.213893	0.211348	0.6940
4939	0.213893	0.211347	0.6940
4940	0.213892	0.211346	0.6940
4941	0.213892	0.211345	0.6940
4942	0.213891	0.211345	0.6940
4943	0.213890	0.211344	0.6940
4944	0.213890	0.211343	0.6940
4945	0.213889	0.211343	0.6940
4946	0.213889	0.211342	0.6940
4947	0.213888	0.211341	0.6940
4948	0.213888	0.211340	0.6940
4949	0.213887	0.211340	0.6940
4950	0.213886	0.211339	0.6940
4951	0.213886	0.211338	0.6940
4952	0.213885	0.211338	0.6940
4953	0.213885	0.211337	0.6940
4954	0.213884	0.211336	0.6940
4955	0.213884	0.211335	0.6940
4956	0.213883	0.211335	0.6940
4957	0.213883	0.211334	0.6940
4958	0.213882	0.211333	0.6940
4959	0.213881	0.211333	0.6940
4960	0.213881	0.211332	0.6940
4961	0.213880	0.211331	0.6940
4962	0.213880	0.211331	0.6940
4963	0.213879	0.211330	0.6940
4964	0.213879	0.211329	0.6940
4965	0.213878	0.211328	0.6940
4966	0.213878	0.211328	0.6940
4967	0.213877	0.211327	0.6940
4968	0.213876	0.211326	0.6940
4969	0.213876	0.211326	0.6940
4970	0.213875	0.211325	0.6940
4971	0.213875	0.211324	0.6940
4972	0.213874	0.211324	0.6940
4973	0.213874	0.211323	0.6940
4974	0.213873	0.211322	0.6940
4975	0.213873	0.211322	0.6940
4976	0.213872	0.211321	0.6940
4977	0.213872	0.211320	0.6940
4978	0.213871	0.211320	0.6940
4979	0.213871	0.211319	0.6940
4980	0.213870	0.211318	0.6940
4981	0.213870	0.211317	0.6940
4982	0.213869	0.211317	0.6940
4983	0.213868	0.211316	0.6940
4984	0.213868	0.211315	0.6940
4985	0.213867	0.211315	0.6940
4986	0.213867	0.211314	0.6940
4987	0.213866	0.211313	0.6940
4988	0.213866	0.211313	0.6940
4989	0.213865	0.211312	0.6940
4990	0.213865	0.211311	0.6940
4991	0.213864	0.211311	0.6940
4992	0.213864	0.211310	0.6940
4993	0.213863	0.211309	0.6940
4994	0.213863	0.211309	0.6940
4995	0.213862	0.211308	0.6940
4996	0.213862	0.211307	0.6940
4997	0.213861	0.211307	0.6940
4998	0.213861	0.211306	0.6940
4999	0.213860	0.211305	0.6940
5000	0.213860	0.211305	0.6940
5001	0.213859	0.211304	0.6940
5002	0.213859	0.211304	0.6940
5003	0.213858	0.211303	0.6940
5004	0.213857	0.211302	0.6940
5005	0.213857	0.211302	0.6940
5006	0.213856	0.211301	0.6940
5007	0.213856	0.211300	0.6940
5008	0.213855	0.211300	0.6940
5009	0.213855	0.211299	0.6940
5010	0.213854	0.211298	0.6940
5011	0.213854	0.211298	0.6940
5012	0.213853	0.211297	0.6940
5013	0.213853	0.211296	0.6940
5014	0.213852	0.211296	0.6940
5015	0.213852	0.211295	0.6940
5016	0.213851	0.211294	0.6940
5017	0.213851	0.211294	0.6940
5018	0.213850	0.211293	0.6940
5019	0.213850	0.211293	0.6940
5020	0.213849	0.211292	0.6940
5021	0.213849	0.211291	0.6940
5022	0.213848	0.211291	0.6940
5023	0.213848	0.211290	0.6940
5024	0.213847	0.211289	0.6940
5025	0.213847	0.211289	0.6940
5026	0.213846	0.211288	0.6940
5027	0.213846	0.211287	0.6940
5028	0.213845	0.211287	0.6940
5029	0.213845	0.211286	0.6940
5030	0.213844	0.211286	0.6940
5031	0.213844	0.211285	0.6940
5032	0.213843	0.211284	0.6940
5033	0.213843	0.211284	0.6940
5034	0.213842	0.211283	0.6940
5035	0.213842	0.211282	0.6940
5036	0.213841	0.211282	0.6940
5037	0.213841	0.211281	0.6940
5038	0.213841	0.211281	0.6940
5039	0.213840	0.211280	0.6940
5040	0.213840	0.211279	0.6940
5041	0.213839	0.211279	0.6940
5042	0.213839	0.211278	0.6940
5043	0.213838	0.211277	0.6940
5044	0.213838	0.211277	0.6940
5045	0.213837	0.211276	0.6940
5046	0.213837	0.211276	0.6940
5047	0.213836	0.211275	0.6940
5048	0.213836	0.211274	0.6940
5049	0.213835	0.211274	0.6940
5050	0.213835	0.211273	0.6940
5051	0.213834	0.211273	0.6940
5052	0.213834	0.211272	0.6940
5053	0.213833	0.211271	0.6940
5054	0.213833	0.211271	0.6940
5055	0.213832	0.211270	0.6940
5056	0.213832	0.211270	0.6940
5057	0.213831	0.211269	0.6940
5058	0.213831	0.211268	0.6940
5059	0.213831	0.211268	0.6940
5060	0.213830	0.211267	0.6940
5061	0.213830	0.211267	0.6940
5062	0.213829	0.211266	0.6940
5063	0.213829	0.211265	0.6940
5064	0.213828	0.211265	0.6940
5065	0.213828	0.211264	0.6940
5066	0.213827	0.211264	0.6940
5067	0.213827	0.211263	0.6940
5068	0.213826	0.211262	0.6940
5069	0.213826	0.211262	0.6940
5070	0.213825	0.211261	0.6940
5071	0.213825	0.211261	0.6940
5072	0.213824	0.211260	0.6940
5073	0.213824	0.211259	0.6940
5074	0.213824	0.211259	0.6940
5075	0.213823	0.211258	0.6940
5076	0.213823	0.211258	0.6940
5077	0.213822	0.211257	0.6940
5078	0.213822	0.211256	0.6940
5079	0.213821	0.211256	0.6940
5080	0.213821	0.211255	0.6940
5081	0.213820	0.211255	0.6940
5082	0.213820	0.211254	0.6940
5083	0.213819	0.211254	0.6940
5084	0.213819	0.211253	0.6940
5085	0.213819	0.211252	0.6940
5086	0.213818	0.211252	0.6940
5087	0.213818	0.211251	0.6940
5088	0.213817	0.211251	0.6940
5089	0.213817	0.211250	0.6940
5090	0.213816	0.211249	0.6940
5091	0.213816	0.211249	0.6940
5092	0.213815	0.211248	0.6940
5093	0.213815	0.211248	0.6940
5094	0.213815	0.211247	0.6940
5095	0.213814	0.211247	0.6940
5096	0.213814	0.211246	0.6940
5097	0.213813	0.211245	0.6940
5098	0.213813	0.211245	0.6940
5099	0.213812	0.211244	0.6940
5100	0.213812	0.211244	0.6940
5101	0.213811	0.211243	0.6940
5102	0.213811	0.211243	0.6940
5103	0.213811	0.211242	0.6940
5104	0.213810	0.211241	0.6940
5105	0.213810	0.211241	0.6940
5106	0.213809	0.211240	0.6940
5107	0.213809	0.211240	0.6940
5108	0.213808	0.211239	0.6940
5109	0.213808	0.211239	0.6940
5110	0.213808	0.211238	0.6940
5111	0.213807	0.211238	0.6940
5112	0.213807	0.211237	0.6940
5113	0.213806	0.211236	0.6940
5114	0.213806	0.211236	0.6940
5115	0.213805	0.211235	0.6940
5116	0.213805	0.211235	0.6940
5117	0.213805	0.211234	0.6940
5118	0.213804	0.211234	0.6940
5119	0.213804	0.211233	0.6940
5120	0.213803	0.211233	0.6940
5121	0.213803	0.211232	0.6940
5122	0.213802	0.211231	0.6940
5123	0.213802	0.211231	0.6940
5124	0.213802	0.211230	0.6940
5125	0.213801	0.211230	0.6940
5126	0.213801	0.211229	0.6940
5127	0.213800	0.211229	0.6940
5128	0.213800	0.211228	0.6940
5129	0.213799	0.211228	0.6940
5130	0.213799	0.211227	0.6940
5131	0.213799	0.211227	0.6940
5132	0.213798	0.211226	0.6940
5133	0.213798	0.211225	0.6940
5134	0.213797	0.211225	0.6940
5135	0.213797	0.211224	0.6940
5136	0.213797	0.211224	0.6940
5137	0.213796	0.211223	0.6940
5138	0.213796	0.211223	0.6940
5139	0.213795	0.211222	0.6940
5140	0.213795	0.211222	0.6940
5141	0.213794	0.211221	0.6940
5142	0.213794	0.211221	0.6940
5143	0.213794	0.211220	0.6940
5144	0.213793	0.211220	0.6940
5145	0.213793	0.211219	0.6940
5146	0.213792	0.211219	0.6940
5147	0.213792	0.211218	0.6940
5148	0.213792	0.211217	0.6940
5149	0.213791	0.211217	0.6940
5150	0.213791	0.211216	0.6940
5151	0.213790	0.211216	0.6940
5152	0.213790	0.211215	0.6940
5153	0.213790	0.211215	0.6940
5154	0.213789	0.211214	0.6940
5155	0.213789	0.211214	0.6940
5156	0.213788	0.211213	0.6940
5157	0.213788	0.211213	0.6940
5158	0.213788	0.211212	0.6940
5159	0.213787	0.211212	0.6940
5160	0.213787	0.211211	0.6940
5161	0.213786	0.211211	0.6940
5162	0.213786	0.211210	0.6940
5163	0.213786	0.211210	0.6940
5164	0.213785	0.211209	0.6940
5165	0.213785	0.211209	0.6940
5166	0.213784	0.211208	0.6940
5167	0.213784	0.211208	0.6940
5168	0.213784	0.211207	0.6940
5169	0.213783	0.211207	0.6940
5170	0.213783	0.211206	0.6940
5171	0.213782	0.211206	0.6940
5172	0.213782	0.211205	0.6940
5173	0.213782	0.211204	0.6940
5174	0.213781	0.211204	0.6940
5175	0.213781	0.211203	0.6940
5176	0.213780	0.211203	0.6940
5177	0.213780	0.211202	0.6940
5178	0.213780	0.211202	0.6940
5179	0.213779	0.211201	0.6940
5180	0.213779	0.211201	0.6940
5181	0.213779	0.211200	0.6940
5182	0.213778	0.211200	0.6940
5183	0.213778	0.211199	0.6940
5184	0.213777	0.211199	0.6940
5185	0.213777	0.211198	0.6940
5186	0.213777	0.211198	0.6940
5187	0.213776	0.211197	0.6940
5188	0.213776	0.211197	0.6940
5189	0.213775	0.211196	0.6940
5190	0.213775	0.211196	0.6940
5191	0.213775	0.211195	0.6940
5192	0.213774	0.211195	0.6940
5193	0.213774	0.211194	0.6940
5194	0.213774	0.211194	0.6940
5195	0.213773	0.211193	0.6940
5196	0.213773	0.211193	0.6940
5197	0.213772	0.211192	0.6940
5198	0.213772	0.211192	0.6940
5199	0.213772	0.211191	0.6940
5200	0.213771	0.211191	0.6940
5201	0.213771	0.211191	0.6940
5202	0.213771	0.211190	0.6940
5203	0.213770	0.211190	0.6940
5204	0.213770	0.211189	0.6940
5205	0.213769	0.211189	0.6940
5206	0.213769	0.211188	0.6940
5207	0.213769	0.211188	0.6940
5208	0.213768	0.211187	0.6940
5209	0.213768	0.211187	0.6940
5210	0.213768	0.211186	0.6940
5211	0.213767	0.211186	0.6940
5212	0.213767	0.211185	0.6940
5213	0.213766	0.211185	0.6940
5214	0.213766	0.211184	0.6940
5215	0.213766	0.211184	0.6940
5216	0.213765	0.211183	0.6940
5217	0.213765	0.211183	0.6940
5218	0.213765	0.211182	0.6940
5219	0.213764	0.211182	0.6940
5220	0.213764	0.211181	0.6940
5221	0.213764	0.211181	0.6940
5222	0.213763	0.211180	0.6940
5223	0.213763	0.211180	0.6940
5224	0.213762	0.211179	0.6940
5225	0.213762	0.211179	0.6940
5226	0.213762	0.211178	0.6940
5227	0.213761	0.211178	0.6940
5228	0.213761	0.211178	0.6940
5229	0.213761	0.211177	0.6940
5230	0.213760	0.211177	0.6940
5231	0.213760	0.211176	0.6940
5232	0.213760	0.211176	0.6940
5233	0.213759	0.211175	0.6940
5234	0.213759	0.211175	0.6940
5235	0.213759	0.211174	0.6940
5236	0.213758	0.211174	0.6940
5237	0.213758	0.211173	0.6940
5238	0.213758	0.211173	0.6940
5239	0.213757	0.211172	0.6940
5240	0.213757	0.211172	0.6940
5241	0.213756	0.211171	0.6940
5242	0.213756	0.211171	0.6940
5243	0.213756	0.211171	0.6940
5244	0.213755	0.211170	0.6940
5245	0.213755	0.211170	0.6940
5246	0.213755	0.211169	0.6940
5247	0.213754	0.211169	0.6940
5248	0.213754	0.211168	0.6940
5249	0.213754	0.211168	0.6940
5250	0.213753	0.211167	0.6940
5251	0.213753	0.211167	0.6940
5252	0.213753	0.211166	0.6940
5253	0.213752	0.211166	0.6940
5254	0.213752	0.211166	0.6940
5255	0.213752	0.211165	0.6940
5256	0.213751	0.211165	0.6940
5257	0.213751	0.211164	0.6940
5258	0.213751	0.211164	0.6940
5259	0.213750	0.211163	0.6940
5260	0.213750	0.211163	0.6940
5261	0.213750	0.211162	0.6940
5262	0.213749	0.211162	0.6940
5263	0.213749	0.211161	0.6940
5264	0.213749	0.211161	0.6940
5265	0.213748	0.211161	0.6940
5266	0.213748	0.211160	0.6940
5267	0.213748	0.211160	0.6940
5268	0.213747	0.211159	0.6940
5269	0.213747	0.211159	0.6940
5270	0.213746	0.211158	0.6940
5271	0.213746	0.211158	0.6940
5272	0.213746	0.211157	0.6940
5273	0.213745	0.211157	0.6940
5274	0.213745	0.211157	0.6940
5275	0.213745	0.211156	0.6940
5276	0.213744	0.211156	0.6940
5277	0.213744	0.211155	0.6940
5278	0.213744	0.211155	0.6940
5279	0.213743	0.211154	0.6940
5280	0.213743	0.211154	0.6940
5281	0.213743	0.211154	0.6940
5282	0.213743	0.211153	0.6940
5283	0.213742	0.211153	0.6940
5284	0.213742	0.211152	0.6940
5285	0.213742	0.211152	0.6940
5286	0.213741	0.211151	0.6940
5287	0.213741	0.211151	0.6940
5288	0.213741	0.211150	0.6940
5289	0.213740	0.211150	0.6940
5290	0.213740	0.211150	0.6940
5291	0.213740	0.211149	0.6940
5292	0.213739	0.211149	0.6940
5293	0.213739	0.211148	0.6940
5294	0.213739	0.211148	0.6940
5295	0.213738	0.211147	0.6940
5296	0.213738	0.211147	0.6940
5297	0.213738	0.211147	0.6940
5298	0.213737	0.211146	0.6940
5299	0.213737	0.211146	0.6940
5300	0.213737	0.211145	0.6940
5301	0.213736	0.211145	0.6940
5302	0.213736	0.211144	0.6940
5303	0.213736	0.211144	0.6940
5304	0.213735	0.211144	0.6940
5305	0.213735	0.211143	0.6940
5306	0.213735	0.211143	0.6940
5307	0.213734	0.211142	0.6940
5308	0.213734	0.211142	0.6940
5309	0.213734	0.211142	0.6940
5310	0.213733	0.211141	0.6940
5311	0.213733	0.211141	0.6940
5312	0.213733	0.211140	0.6940
5313	0.213733	0.211140	0.6940
5314	0.213732	0.211139	0.6940
5315	0.213732	0.211139	0.6940
5316	0.213732	0.211139	0.6940
5317	0.213731	0.211138	0.6940
5318	0.213731	0.211138	0.6940
5319	0.213731	0.211137	0.6940
5320	0.213730	0.211137	0.6940
5321	0.213730	0.211137	0.6940
5322	0.213730	0.211136	0.6940
5323	0.213729	0.211136	0.6940
5324	0.213729	0.211135	0.6940
5325	0.213729	0.211135	0.6940
5326	0.213729	0.211134	0.6940
5327	0.213728	0.211134	0.6940
5328	0.213728	0.211134	0.6940
5329	0.213728	0.211133	0.6940
5330	0.213727	0.211133	0.6940
5331	0.213727	0.211132	0.6940
5332	0.213727	0.211132	0.6940
5333	0.213726	0.211132	0.6940
5334	0.213726	0.211131	0.6940
5335	0.213726	0.211131	0.6940
5336	0.213725	0.211130	0.6940
5337	0.213725	0.211130	0.6940
5338	0.213725	0.211130	0.6940
5339	0.213725	0.211129	0.6940
5340	0.213724	0.211129	0.6940
5341	0.213724	0.211128	0.6940
5342	0.213724	0.211128	0.6940
5343	0.213723	0.211128	0.6940
5344	0.213723	0.211127	0.6940
5345	0.213723	0.211127	0.6940
5346	0.213722	0.211126	0.6940
5347	0.213722	0.211126	0.6940
5348	0.213722	0.211126	0.6940
5349	0.213722	0.211125	0.6940
5350	0.213721	0.211125	0.6940
5351	0.213721	0.211124	0.6940
5352	0.213721	0.211124	0.6940
5353	0.213720	0.211124	0.6940
5354	0.213720	0.211123	0.6942
5355	0.213720	0.211123	0.6942
5356	0.213720	0.211122	0.6942
5357	0.213719	0.211122	0.6942
5358	0.213719	0.211122	0.6942
5359	0.213719	0.211121	0.6942
5360	0.213718	0.211121	0.6942
5361	0.213718	0.211120	0.6942
5362	0.213718	0.211120	0.6942
5363	0.213717	0.211120	0.6942
5364	0.213717	0.211119	0.6942
5365	0.213717	0.211119	0.6942
5366	0.213717	0.211119	0.6942
5367	0.213716	0.211118	0.6942
5368	0.213716	0.211118	0.6942
5369	0.213716	0.211117	0.6942
5370	0.213715	0.211117	0.6942
5371	0.213715	0.211117	0.6942
5372	0.213715	0.211116	0.6942
5373	0.213715	0.211116	0.6942
5374	0.213714	0.211115	0.6942
5375	0.213714	0.211115	0.6942
5376	0.213714	0.211115	0.6942
5377	0.213713	0.211114	0.6942
5378	0.213713	0.211114	0.6942
5379	0.213713	0.211114	0.6942
5380	0.213713	0.211113	0.6942
5381	0.213712	0.211113	0.6942
5382	0.213712	0.211112	0.6942
5383	0.213712	0.211112	0.6942
5384	0.213711	0.211112	0.6942
5385	0.213711	0.211111	0.6942
5386	0.213711	0.211111	0.6942
5387	0.213711	0.211110	0.6942
5388	0.213710	0.211110	0.6942
5389	0.213710	0.211110	0.6942
5390	0.213710	0.211109	0.6942
5391	0.213710	0.211109	0.6942
5392	0.213709	0.211109	0.6942
5393	0.213709	0.211108	0.6942
5394	0.213709	0.211108	0.6942
5395	0.213708	0.211108	0.6942
5396	0.213708	0.211107	0.6942
5397	0.213708	0.211107	0.6942
5398	0.213708	0.211106	0.6942
5399	0.213707	0.211106	0.6942
5400	0.213707	0.211106	0.6942
5401	0.213707	0.211105	0.6942
5402	0.213706	0.211105	0.6942
5403	0.213706	0.211105	0.6942
5404	0.213706	0.211104	0.6942
5405	0.213706	0.211104	0.6942
5406	0.213705	0.211103	0.6942
5407	0.213705	0.211103	0.6942
5408	0.213705	0.211103	0.6942
5409	0.213705	0.211102	0.6942
5410	0.213704	0.211102	0.6942
5411	0.213704	0.211102	0.6942
5412	0.213704	0.211101	0.6942
5413	0.213703	0.211101	0.6942
5414	0.213703	0.211101	0.6942
5415	0.213703	0.211100	0.6942
5416	0.213703	0.211100	0.6942
5417	0.213702	0.211099	0.6942
5418	0.213702	0.211099	0.6942
5419	0.213702	0.211099	0.6942
5420	0.213702	0.211098	0.6942
5421	0.213701	0.211098	0.6942
5422	0.213701	0.211098	0.6942
5423	0.213701	0.211097	0.6942
5424	0.213701	0.211097	0.6942
5425	0.213700	0.211097	0.6942
5426	0.213700	0.211096	0.6942
5427	0.213700	0.211096	0.6942
5428	0.213700	0.211095	0.6942
5429	0.213699	0.211095	0.6942
5430	0.213699	0.211095	0.6942
5431	0.213699	0.211094	0.6942
5432	0.213698	0.211094	0.6942
5433	0.213698	0.211094	0.6942
5434	0.213698	0.211093	0.6942
5435	0.213698	0.211093	0.6942
5436	0.213697	0.211093	0.6942
5437	0.213697	0.211092	0.6942
5438	0.213697	0.211092	0.6942
5439	0.213697	0.211092	0.6942
5440	0.213696	0.211091	0.6942
5441	0.213696	0.211091	0.6942
5442	0.213696	0.211091	0.6942
5443	0.213696	0.211090	0.6942
5444	0.213695	0.211090	0.6942
5445	0.213695	0.211090	0.6942
5446	0.213695	0.211089	0.6942
5447	0.213695	0.211089	0.6942
5448	0.213694	0.211088	0.6942
5449	0.213694	0.211088	0.6942
5450	0.213694	0.211088	0.6942
5451	0.213694	0.211087	0.6942
5452	0.213693	0.211087	0.6942
5453	0.213693	0.211087	0.6942
5454	0.213693	0.211086	0.6942
5455	0.213693	0.211086	0.6942
5456	0.213692	0.211086	0.6942
5457	0.213692	0.211085	0.6942
5458	0.213692	0.211085	0.6942
5459	0.213692	0.211085	0.6942
5460	0.213691	0.211084	0.6942
5461	0.213691	0.211084	0.6942
5462	0.213691	0.211084	0.6942
5463	0.213691	0.211083	0.6942
5464	0.213690	0.211083	0.6942
5465	0.213690	0.211083	0.6942
5466	0.213690	0.211082	0.6942
5467	0.213690	0.211082	0.6942
5468	0.213689	0.211082	0.6942
5469	0.213689	0.211081	0.6942
5470	0.213689	0.211081	0.6942
5471	0.213689	0.211081	0.6942
5472	0.213688	0.211080	0.6942
5473	0.213688	0.211080	0.6942
5474	0.213688	0.211080	0.6942
5475	0.213688	0.211079	0.6942
5476	0.213687	0.211079	0.6942
5477	0.213687	0.211079	0.6942
5478	0.213687	0.211078	0.6942
5479	0.213687	0.211078	0.6942
5480	0.213686	0.211078	0.6942
5481	0.213686	0.211077	0.6942
5482	0.213686	0.211077	0.6942
5483	0.213686	0.211077	0.6942
5484	0.213685	0.211076	0.6942
5485	0.213685	0.211076	0.6942
5486	0.213685	0.211076	0.6942
5487	0.213685	0.211075	0.6942
5488	0.213684	0.211075	0.6942
5489	0.213684	0.211075	0.6942
5490	0.213684	0.211074	0.6942
5491	0.213684	0.211074	0.6942
5492	0.213683	0.211074	0.6942
5493	0.213683	0.211073	0.6942
5494	0.213683	0.211073	0.6942
5495	0.213683	0.211073	0.6942
5496	0.213683	0.211072	0.6942
5497	0.213682	0.211072	0.6942
5498	0.213682	0.211072	0.6942
5499	0.213682	0.211071	0.6942
5500	0.213682	0.211071	0.6942
5501	0.213681	0.211071	0.6942
5502	0.213681	0.211070	0.6942
5503	0.213681	0.211070	0.6942
5504	0.213681	0.211070	0.6942
5505	0.213680	0.211069	0.6942
5506	0.213680	0.211069	0.6942
5507	0.213680	0.211069	0.6942
5508	0.213680	0.211069	0.6942
5509	0.213679	0.211068	0.6942
5510	0.213679	0.211068	0.6942
5511	0.213679	0.211068	0.6942
5512	0.213679	0.211067	0.6942
5513	0.213679	0.211067	0.6942
5514	0.213678	0.211067	0.6942
5515	0.213678	0.211066	0.6942
5516	0.213678	0.211066	0.6942
5517	0.213678	0.211066	0.6942
5518	0.213677	0.211065	0.6942
5519	0.213677	0.211065	0.6942
5520	0.213677	0.211065	0.6942
5521	0.213677	0.211064	0.6942
5522	0.213677	0.211064	0.6942
5523	0.213676	0.211064	0.6942
5524	0.213676	0.211063	0.6942
5525	0.213676	0.211063	0.6942
5526	0.213676	0.211063	0.6942
5527	0.213675	0.211063	0.6942
5528	0.213675	0.211062	0.6942
5529	0.213675	0.211062	0.6942
5530	0.213675	0.211062	0.6942
5531	0.213674	0.211061	0.6942
5532	0.213674	0.211061	0.6942
5533	0.213674	0.211061	0.6942
5534	0.213674	0.211060	0.6942
5535	0.213674	0.211060	0.6942
5536	0.213673	0.211060	0.6942
5537	0.213673	0.211059	0.6942
5538	0.213673	0.211059	0.6942
5539	0.213673	0.211059	0.6942
5540	0.213672	0.211059	0.6942
5541	0.213672	0.211058	0.6942
5542	0.213672	0.211058	0.6942
5543	0.213672	0.211058	0.6942
5544	0.213672	0.211057	0.6942
5545	0.213671	0.211057	0.6942
5546	0.213671	0.211057	0.6942
5547	0.213671	0.211056	0.6942
5548	0.213671	0.211056	0.6942
5549	0.213670	0.211056	0.6942
5550	0.213670	0.211055	0.6942
5551	0.213670	0.211055	0.6942
5552	0.213670	0.211055	0.6942
5553	0.213670	0.211055	0.6942
5554	0.213669	0.211054	0.6942
5555	0.213669	0.211054	0.6942
5556	0.213669	0.211054	0.6942
5557	0.213669	0.211053	0.6942
5558	0.213669	0.211053	0.6942
5559	0.213668	0.211053	0.6942
5560	0.213668	0.211053	0.6942
5561	0.213668	0.211052	0.6942
5562	0.213668	0.211052	0.6942
5563	0.213667	0.211052	0.6942
5564	0.213667	0.211051	0.6942
5565	0.213667	0.211051	0.6942
5566	0.213667	0.211051	0.6942
5567	0.213667	0.211050	0.6942
5568	0.213666	0.211050	0.6942
5569	0.213666	0.211050	0.6942
5570	0.213666	0.211050	0.6942
5571	0.213666	0.211049	0.6942
5572	0.213666	0.211049	0.6942
5573	0.213665	0.211049	0.6942
5574	0.213665	0.211048	0.6942
5575	0.213665	0.211048	0.6942
5576	0.213665	0.211048	0.6942
5577	0.213664	0.211047	0.6942
5578	0.213664	0.211047	0.6942
5579	0.213664	0.211047	0.6942
5580	0.213664	0.211047	0.6942
5581	0.213664	0.211046	0.6942
5582	0.213663	0.211046	0.6942
5583	0.213663	0.211046	0.6942
5584	0.213663	0.211045	0.6942
5585	0.213663	0.211045	0.6942
5586	0.213663	0.211045	0.6942
5587	0.213662	0.211045	0.6942
5588	0.213662	0.211044	0.6942
5589	0.213662	0.211044	0.6942
5590	0.213662	0.211044	0.6942
5591	0.213662	0.211043	0.6942
5592	0.213661	0.211043	0.6942
5593	0.213661	0.211043	0.6942
5594	0.213661	0.211043	0.6942
5595	0.213661	0.211042	0.6942
5596	0.213661	0.211042	0.6942
5597	0.213660	0.211042	0.6942
5598	0.213660	0.211041	0.6942
5599	0.213660	0.211041	0.6942
5600	0.213660	0.211041	0.6942
5601	0.213660	0.211041	0.6942
5602	0.213659	0.211040	0.6942
5603	0.213659	0.211040	0.6942
5604	0.213659	0.211040	0.6942
5605	0.213659	0.211040	0.6942
5606	0.213659	0.211039	0.6942
5607	0.213658	0.211039	0.6942
5608	0.213658	0.211039	0.6942
5609	0.213658	0.211038	0.6942
5610	0.213658	0.211038	0.6942
5611	0.213658	0.211038	0.6942
5612	0.213657	0.211038	0.6942
5613	0.213657	0.211037	0.6942
5614	0.213657	0.211037	0.6942
5615	0.213657	0.211037	0.6942
5616	0.213657	0.211036	0.6942
5617	0.213656	0.211036	0.6942
5618	0.213656	0.211036	0.6942
5619	0.213656	0.211036	0.6942
5620	0.213656	0.211035	0.6942
5621	0.213656	0.211035	0.6942
5622	0.213655	0.211035	0.6942
5623	0.213655	0.211035	0.6942
5624	0.213655	0.211034	0.6942
5625	0.213655	0.211034	0.6942
5626	0.213655	0.211034	0.6942
5627	0.213654	0.211033	0.6942
5628	0.213654	0.211033	0.6942
5629	0.213654	0.211033	0.6942
5630	0.213654	0.211033	0.6942
5631	0.213654	0.211032	0.6942
5632	0.213653	0.211032	0.6942
5633	0.213653	0.211032	0.6942
5634	0.213653	0.211032	0.6942
5635	0.213653	0.211031	0.6942
5636	0.213653	0.211031	0.6942
5637	0.213652	0.211031	0.6942
5638	0.213652	0.211030	0.6942
5639	0.213652	0.211030	0.6942
5640	0.213652	0.211030	0.6942
5641	0.213652	0.211030	0.6942
5642	0.213651	0.211029	0.6942
5643	0.213651	0.211029	0.6942
5644	0.213651	0.211029	0.6942
5645	0.213651	0.211029	0.6942
5646	0.213651	0.211028	0.6942
5647	0.213651	0.211028	0.6942
5648	0.213650	0.211028	0.6942
5649	0.213650	0.211028	0.6942
5650	0.213650	0.211027	0.6942
5651	0.213650	0.211027	0.6942
5652	0.213650	0.211027	0.6942
