epoch	train_mse	test_mse	test_accuracy
815	0.247032	0.246416	0.5488
816	0.247029	0.246413	0.5488
817	0.247027	0.246410	0.5488
818	0.247024	0.246408	0.5488
819	0.247022	0.246405	0.5488
820	0.247019	0.246402	0.5488
821	0.247016	0.246399	0.5488
822	0.247014	0.246397	0.5488
823	0.247011	0.246394	0.5488
824	0.247009	0.246391	0.5488
825	0.247006	0.246388	0.5488
826	0.247004	0.246386	0.5488
827	0.247001	0.246383	0.5488
828	0.246998	0.246380	0.5488
829	0.246996	0.246377	0.5488
830	0.246993	0.246375	0.5488
831	0.246991	0.246372	0.5488
832	0.246988	0.246369	0.5488
833	0.246985	0.246366	0.5488
834	0.246983	0.246363	0.5488
835	0.246980	0.246361	0.5488
836	0.246977	0.246358	0.5488
837	0.246975	0.246355	0.5488
838	0.246972	0.246352	0.5488
839	0.246969	0.246349	0.5488
840	0.246967	0.246347	0.5488
841	0.246964	0.246344	0.5488
842	0.246961	0.246341	0.5488
843	0.246959	0.246338	0.5488
844	0.246956	0.246335	0.5488
845	0.246953	0.246332	0.5488
846	0.246951	0.246329	0.5488
847	0.246948	0.246327	0.5488
848	0.246945	0.246324	0.5488
849	0.246943	0.246321	0.5488
850	0.246940	0.246318	0.5488
851	0.246937	0.246315	0.5488
852	0.246934	0.246312	0.5488
853	0.246932	0.246309	0.5488
854	0.246929	0.246306	0.5488
855	0.246926	0.246304	0.5488
856	0.246923	0.246301	0.5488
857	0.246921	0.246298	0.5488
858	0.246918	0.246295	0.5488
859	0.246915	0.246292	0.5488
860	0.246912	0.246289	0.5488
861	0.246910	0.246286	0.5488
862	0.246907	0.246283	0.5488
863	0.246904	0.246280	0.5488
864	0.246901	0.246277	0.5488
865	0.246899	0.246274	0.5488
866	0.246896	0.246271	0.5488
867	0.246893	0.246268	0.5488
868	0.246890	0.246265	0.5488
869	0.246887	0.246262	0.5488
870	0.246885	0.246259	0.5488
871	0.246882	0.246256	0.5488
872	0.246879	0.246253	0.5488
873	0.246876	0.246250	0.5488
874	0.246873	0.246247	0.5488
875	0.246870	0.246244	0.5488
876	0.246868	0.246241	0.5488
877	0.246865	0.246238	0.5488
878	0.246862	0.246235	0.5488
879	0.246859	0.246232	0.5488
880	0.246856	0.246229	0.5488
881	0.246853	0.246226	0.5488
882	0.246850	0.246223	0.5488
883	0.246848	0.246220	0.5488
884	0.246845	0.246217	0.5488
885	0.246842	0.246214	0.5488
886	0.246839	0.246211	0.5488
887	0.246836	0.246208	0.5488
888	0.246833	0.246205	0.5488
889	0.246830	0.246202	0.5488
890	0.246827	0.246199	0.5488
891	0.246824	0.246196	0.5488
892	0.246821	0.246192	0.5488
893	0.246819	0.246189	0.5488
894	0.246816	0.246186	0.5488
895	0.246813	0.246183	0.5488
896	0.246810	0.246180	0.5488
897	0.246807	0.246177	0.5488
898	0.246804	0.246174	0.5488
899	0.246801	0.246171	0.5488
900	0.246798	0.246167	0.5488
901	0.246795	0.246164	0.5488
902	0.246792	0.246161	0.5488
903	0.246789	0.246158	0.5488
904	0.246786	0.246155	0.5488
905	0.246783	0.246152	0.5488
906	0.246780	0.246148	0.5488
907	0.246777	0.246145	0.5488
908	0.246774	0.246142	0.5488
909	0.246771	0.246139	0.5488
910	0.246768	0.246136	0.5488
911	0.246765	0.246132	0.5488
912	0.246762	0.246129	0.5488
913	0.246759	0.246126	0.5488
914	0.246756	0.246123	0.5488
915	0.246753	0.246120	0.5488
916	0.246750	0.246116	0.5488
917	0.246747	0.246113	0.5488
918	0.246744	0.246110	0.5488
919	0.246740	0.246107	0.5488
920	0.246737	0.246103	0.5488
921	0.246734	0.246100	0.5488
922	0.246731	0.246097	0.5488
923	0.246728	0.246094	0.5488
924	0.246725	0.246090	0.5488
925	0.246722	0.246087	0.5488
926	0.246719	0.246084	0.5488
927	0.246716	0.246080	0.5488
928	0.246713	0.246077	0.5488
929	0.246709	0.246074	0.5488
930	0.246706	0.246070	0.5488
931	0.246703	0.246067	0.5488
932	0.246700	0.246064	0.5488
933	0.246697	0.246060	0.5488
934	0.246694	0.246057	0.5488
935	0.246691	0.246054	0.5488
936	0.246687	0.246050	0.5488
937	0.246684	0.246047	0.5488
938	0.246681	0.246044	0.5488
939	0.246678	0.246040	0.5488
940	0.246675	0.246037	0.5488
941	0.246671	0.246034	0.5488
942	0.246668	0.246030	0.5488
943	0.246665	0.246027	0.5488
944	0.246662	0.246023	0.5488
945	0.246659	0.246020	0.5488
946	0.246655	0.246017	0.5488
947	0.246652	0.246013	0.5488
948	0.246649	0.246010	0.5488
949	0.246646	0.246006	0.5488
950	0.246642	0.246003	0.5488
951	0.246639	0.245999	0.5488
952	0.246636	0.245996	0.5488
953	0.246633	0.245992	0.5488
954	0.246629	0.245989	0.5488
955	0.246626	0.245986	0.5488
956	0.246623	0.245982	0.5488
957	0.246620	0.245979	0.5488
958	0.246616	0.245975	0.5488
959	0.246613	0.245972	0.5488
960	0.246610	0.245968	0.5488
961	0.246606	0.245965	0.5488
962	0.246603	0.245961	0.5488
963	0.246600	0.245958	0.5488
964	0.246596	0.245954	0.5488
965	0.246593	0.245951	0.5488
966	0.246590	0.245947	0.5488
967	0.246586	0.245943	0.5488
968	0.246583	0.245940	0.5488
969	0.246580	0.245936	0.5488
970	0.246576	0.245933	0.5488
971	0.246573	0.245929	0.5488
972	0.246569	0.245926	0.5488
973	0.246566	0.245922	0.5488
974	0.246563	0.245918	0.5488
975	0.246559	0.245915	0.5488
976	0.246556	0.245911	0.5488
977	0.246552	0.245908	0.5488
978	0.246549	0.245904	0.5488
979	0.246546	0.245900	0.5488
980	0.246542	0.245897	0.5488
981	0.246539	0.245893	0.5488
982	0.246535	0.245890	0.5488
983	0.246532	0.245886	0.5488
984	0.246528	0.245882	0.5488
985	0.246525	0.245879	0.5488
986	0.246522	0.245875	0.5488
987	0.246518	0.245871	0.5488
988	0.246515	0.245868	0.5488
989	0.246511	0.245864	0.5488
990	0.246508	0.245860	0.5488
991	0.246504	0.245857	0.5488
992	0.246501	0.245853	0.5488
993	0.246497	0.245849	0.5488
994	0.246494	0.245845	0.5488
995	0.246490	0.245842	0.5488
996	0.246486	0.245838	0.5488
997	0.246483	0.245834	0.5488
998	0.246479	0.245830	0.5488
999	0.246476	0.245827	0.5488
1000	0.246472	0.245823	0.5488
1001	0.246469	0.245819	0.5488
1002	0.246465	0.245815	0.5488
1003	0.246462	0.245812	0.5488
1004	0.246458	0.245808	0.5488
1005	0.246454	0.245804	0.5488
1006	0.246451	0.245800	0.5488
1007	0.246447	0.245796	0.5488
1008	0.246444	0.245793	0.5488
1009	0.246440	0.245789	0.5488
1010	0.246436	0.245785	0.5488
1011	0.246433	0.245781	0.5488
1012	0.246429	0.245777	0.5488
1013	0.246425	0.245773	0.5488
1014	0.246422	0.245770	0.5488
1015	0.246418	0.245766	0.5488
1016	0.246414	0.245762	0.5488
1017	0.246411	0.245758	0.5488
1018	0.246407	0.245754	0.5488
1019	0.246403	0.245750	0.5488
1020	0.246400	0.245746	0.5488
1021	0.246396	0.245742	0.5488
1022	0.246392	0.245739	0.5488
1023	0.246389	0.245735	0.5488
1024	0.246385	0.245731	0.5488
1025	0.246381	0.245727	0.5488
1026	0.246378	0.245723	0.5488
1027	0.246374	0.245719	0.5488
1028	0.246370	0.245715	0.5488
1029	0.246366	0.245711	0.5488
1030	0.246363	0.245707	0.5488
1031	0.246359	0.245703	0.5488
1032	0.246355	0.245699	0.5488
1033	0.246351	0.245695	0.5488
1034	0.246347	0.245691	0.5488
1035	0.246344	0.245687	0.5488
1036	0.246340	0.245683	0.5488
1037	0.246336	0.245679	0.5488
1038	0.246332	0.245675	0.5488
1039	0.246328	0.245671	0.5488
1040	0.246325	0.245667	0.5488
1041	0.246321	0.245663	0.5488
1042	0.246317	0.245659	0.5488
1043	0.246313	0.245655	0.5488
1044	0.246309	0.245651	0.5488
1045	0.246305	0.245647	0.5488
1046	0.246302	0.245643	0.5488
1047	0.246298	0.245639	0.5488
1048	0.246294	0.245635	0.5488
1049	0.246290	0.245630	0.5488
1050	0.246286	0.245626	0.5488
1051	0.246282	0.245622	0.5488
1052	0.246278	0.245618	0.5488
1053	0.246274	0.245614	0.5488
1054	0.246270	0.245610	0.5488
1055	0.246266	0.245606	0.5488
1056	0.246262	0.245602	0.5488
1057	0.246259	0.245597	0.5488
1058	0.246255	0.245593	0.5488
1059	0.246251	0.245589	0.5488
1060	0.246247	0.245585	0.5488
1061	0.246243	0.245581	0.5488
1062	0.246239	0.245576	0.5488
1063	0.246235	0.245572	0.5488
1064	0.246231	0.245568	0.5488
1065	0.246227	0.245564	0.5488
1066	0.246223	0.245560	0.5488
1067	0.246219	0.245555	0.5488
1068	0.246215	0.245551	0.5488
1069	0.246211	0.245547	0.5488
1070	0.246207	0.245543	0.5488
1071	0.246203	0.245538	0.5488
1072	0.246199	0.245534	0.5488
1073	0.246195	0.245530	0.5488
1074	0.246190	0.245526	0.5488
1075	0.246186	0.245521	0.5488
1076	0.246182	0.245517	0.5488
1077	0.246178	0.245513	0.5488
1078	0.246174	0.245508	0.5488
1079	0.246170	0.245504	0.5488
1080	0.246166	0.245500	0.5488
1081	0.246162	0.245495	0.5488
1082	0.246158	0.245491	0.5488
1083	0.246154	0.245487	0.5488
1084	0.246149	0.245482	0.5488
1085	0.246145	0.245478	0.5488
1086	0.246141	0.245474	0.5488
1087	0.246137	0.245469	0.5488
1088	0.246133	0.245465	0.5488
1089	0.246129	0.245460	0.5488
1090	0.246124	0.245456	0.5488
1091	0.246120	0.245452	0.5488
1092	0.246116	0.245447	0.5488
1093	0.246112	0.245443	0.5488
1094	0.246108	0.245438	0.5488
1095	0.246103	0.245434	0.5488
1096	0.246099	0.245429	0.5488
1097	0.246095	0.245425	0.5488
1098	0.246091	0.245420	0.5488
1099	0.246086	0.245416	0.5488
1100	0.246082	0.245412	0.5488
1101	0.246078	0.245407	0.5488
1102	0.246074	0.245403	0.5488
1103	0.246069	0.245398	0.5488
1104	0.246065	0.245393	0.5488
1105	0.246061	0.245389	0.5488
1106	0.246056	0.245384	0.5488
1107	0.246052	0.245380	0.5488
1108	0.246048	0.245375	0.5488
1109	0.246043	0.245371	0.5488
1110	0.246039	0.245366	0.5488
1111	0.246035	0.245362	0.5488
1112	0.246030	0.245357	0.5488
1113	0.246026	0.245352	0.5488
1114	0.246022	0.245348	0.5488
1115	0.246017	0.245343	0.5488
1116	0.246013	0.245339	0.5488
1117	0.246009	0.245334	0.5488
1118	0.246004	0.245329	0.5488
1119	0.246000	0.245325	0.5488
1120	0.245995	0.245320	0.5488
1121	0.245991	0.245315	0.5488
1122	0.245987	0.245311	0.5488
1123	0.245982	0.245306	0.5488
1124	0.245978	0.245301	0.5488
1125	0.245973	0.245297	0.5488
1126	0.245969	0.245292	0.5488
1127	0.245964	0.245287	0.5488
1128	0.245960	0.245283	0.5488
1129	0.245955	0.245278	0.5488
1130	0.245951	0.245273	0.5488
1131	0.245946	0.245269	0.5488
1132	0.245942	0.245264	0.5488
1133	0.245937	0.245259	0.5488
1134	0.245933	0.245254	0.5488
1135	0.245928	0.245249	0.5488
1136	0.245924	0.245245	0.5488
1137	0.245919	0.245240	0.5488
1138	0.245915	0.245235	0.5488
1139	0.245910	0.245230	0.5488
1140	0.245905	0.245226	0.5488
1141	0.245901	0.245221	0.5488
1142	0.245896	0.245216	0.5488
1143	0.245892	0.245211	0.5488
1144	0.245887	0.245206	0.5488
1145	0.245882	0.245201	0.5488
1146	0.245878	0.245196	0.5488
1147	0.245873	0.245192	0.5488
1148	0.245869	0.245187	0.5488
1149	0.245864	0.245182	0.5488
1150	0.245859	0.245177	0.5488
1151	0.245855	0.245172	0.5488
1152	0.245850	0.245167	0.5488
1153	0.245845	0.245162	0.5488
1154	0.245841	0.245157	0.5488
1155	0.245836	0.245152	0.5488
1156	0.245831	0.245147	0.5488
1157	0.245826	0.245142	0.5488
1158	0.245822	0.245137	0.5488
1159	0.245817	0.245133	0.5488
1160	0.245812	0.245128	0.5488
1161	0.245808	0.245123	0.5488
1162	0.245803	0.245118	0.5488
1163	0.245798	0.245113	0.5488
1164	0.245793	0.245108	0.5488
1165	0.245788	0.245102	0.5488
1166	0.245784	0.245097	0.5488
1167	0.245779	0.245092	0.5488
1168	0.245774	0.245087	0.5488
1169	0.245769	0.245082	0.5488
1170	0.245764	0.245077	0.5488
1171	0.245760	0.245072	0.5488
1172	0.245755	0.245067	0.5488
1173	0.245750	0.245062	0.5488
1174	0.245745	0.245057	0.5488
1175	0.245740	0.245052	0.5488
1176	0.245735	0.245047	0.5488
1177	0.245730	0.245042	0.5488
1178	0.245726	0.245036	0.5488
1179	0.245721	0.245031	0.5488
1180	0.245716	0.245026	0.5488
1181	0.245711	0.245021	0.5488
1182	0.245706	0.245016	0.5488
1183	0.245701	0.245011	0.5488
1184	0.245696	0.245005	0.5488
1185	0.245691	0.245000	0.5488
1186	0.245686	0.244995	0.5488
1187	0.245681	0.244990	0.5488
1188	0.245676	0.244985	0.5488
1189	0.245671	0.244979	0.5488
1190	0.245666	0.244974	0.5488
1191	0.245661	0.244969	0.5488
1192	0.245656	0.244964	0.5488
1193	0.245651	0.244958	0.5488
1194	0.245646	0.244953	0.5488
1195	0.245641	0.244948	0.5488
1196	0.245636	0.244942	0.5488
1197	0.245631	0.244937	0.5488
1198	0.245626	0.244932	0.5488
1199	0.245621	0.244926	0.5488
1200	0.245616	0.244921	0.5488
1201	0.245611	0.244916	0.5488
1202	0.245606	0.244910	0.5488
1203	0.245601	0.244905	0.5488
1204	0.245595	0.244900	0.5488
1205	0.245590	0.244894	0.5488
1206	0.245585	0.244889	0.5488
1207	0.245580	0.244883	0.5488
1208	0.245575	0.244878	0.5488
1209	0.245570	0.244873	0.5488
1210	0.245565	0.244867	0.5488
1211	0.245559	0.244862	0.5488
1212	0.245554	0.244856	0.5488
1213	0.245549	0.244851	0.5488
1214	0.245544	0.244845	0.5488
1215	0.245539	0.244840	0.5488
1216	0.245533	0.244834	0.5488
1217	0.245528	0.244829	0.5488
1218	0.245523	0.244823	0.5488
1219	0.245518	0.244818	0.5488
1220	0.245512	0.244812	0.5488
1221	0.245507	0.244807	0.5488
1222	0.245502	0.244801	0.5488
1223	0.245497	0.244796	0.5488
1224	0.245491	0.244790	0.5488
1225	0.245486	0.244785	0.5488
1226	0.245481	0.244779	0.5488
1227	0.245475	0.244773	0.5488
1228	0.245470	0.244768	0.5488
1229	0.245465	0.244762	0.5488
1230	0.245459	0.244757	0.5488
1231	0.245454	0.244751	0.5488
1232	0.245449	0.244745	0.5488
1233	0.245443	0.244740	0.5488
1234	0.245438	0.244734	0.5488
1235	0.245432	0.244728	0.5488
1236	0.245427	0.244723	0.5488
1237	0.245422	0.244717	0.5488
1238	0.245416	0.244711	0.5488
1239	0.245411	0.244706	0.5488
1240	0.245405	0.244700	0.5488
1241	0.245400	0.244694	0.5488
1242	0.245394	0.244688	0.5488
1243	0.245389	0.244683	0.5488
1244	0.245383	0.244677	0.5488
1245	0.245378	0.244671	0.5488
1246	0.245372	0.244665	0.5488
1247	0.245367	0.244660	0.5488
1248	0.245361	0.244654	0.5488
1249	0.245356	0.244648	0.5488
1250	0.245350	0.244642	0.5488
1251	0.245345	0.244636	0.5488
1252	0.245339	0.244631	0.5488
1253	0.245334	0.244625	0.5488
1254	0.245328	0.244619	0.5488
1255	0.245322	0.244613	0.5488
1256	0.245317	0.244607	0.5488
1257	0.245311	0.244601	0.5488
1258	0.245306	0.244595	0.5488
1259	0.245300	0.244590	0.5488
1260	0.245294	0.244584	0.5488
1261	0.245289	0.244578	0.5488
1262	0.245283	0.244572	0.5488
1263	0.245277	0.244566	0.5488
1264	0.245272	0.244560	0.5488
1265	0.245266	0.244554	0.5488
1266	0.245260	0.244548	0.5488
1267	0.245255	0.244542	0.5488
1268	0.245249	0.244536	0.5488
1269	0.245243	0.244530	0.5488
1270	0.245238	0.244524	0.5488
1271	0.245232	0.244518	0.5488
1272	0.245226	0.244512	0.5488
1273	0.245220	0.244506	0.5488
1274	0.245215	0.244500	0.5488
1275	0.245209	0.244494	0.5488
1276	0.245203	0.244488	0.5488
1277	0.245197	0.244482	0.5488
1278	0.245191	0.244476	0.5488
1279	0.245186	0.244469	0.5488
1280	0.245180	0.244463	0.5488
1281	0.245174	0.244457	0.5488
1282	0.245168	0.244451	0.5488
1283	0.245162	0.244445	0.5488
1284	0.245156	0.244439	0.5488
1285	0.245150	0.244433	0.5488
1286	0.245145	0.244426	0.5488
1287	0.245139	0.244420	0.5488
1288	0.245133	0.244414	0.5488
1289	0.245127	0.244408	0.5488
1290	0.245121	0.244402	0.5488
1291	0.245115	0.244395	0.5488
1292	0.245109	0.244389	0.5488
1293	0.245103	0.244383	0.5488
1294	0.245097	0.244377	0.5488
1295	0.245091	0.244370	0.5488
1296	0.245085	0.244364	0.5488
1297	0.245079	0.244358	0.5488
1298	0.245073	0.244352	0.5488
1299	0.245067	0.244345	0.5488
1300	0.245061	0.244339	0.5488
1301	0.245055	0.244333	0.5488
1302	0.245049	0.244326	0.5488
1303	0.245043	0.244320	0.5488
1304	0.245037	0.244314	0.5488
1305	0.245031	0.244307	0.5488
1306	0.245025	0.244301	0.5488
1307	0.245019	0.244294	0.5488
1308	0.245012	0.244288	0.5488
1309	0.245006	0.244282	0.5488
1310	0.245000	0.244275	0.5488
1311	0.244994	0.244269	0.5488
1312	0.244988	0.244262	0.5488
1313	0.244982	0.244256	0.5488
1314	0.244976	0.244249	0.5488
1315	0.244969	0.244243	0.5488
1316	0.244963	0.244236	0.5488
1317	0.244957	0.244230	0.5488
1318	0.244951	0.244223	0.5488
1319	0.244945	0.244217	0.5488
1320	0.244938	0.244210	0.5488
1321	0.244932	0.244204	0.5488
1322	0.244926	0.244197	0.5488
1323	0.244920	0.244191	0.5488
1324	0.244913	0.244184	0.5488
1325	0.244907	0.244178	0.5488
1326	0.244901	0.244171	0.5488
1327	0.244894	0.244164	0.5488
1328	0.244888	0.244158	0.5488
1329	0.244882	0.244151	0.5488
1330	0.244875	0.244144	0.5488
1331	0.244869	0.244138	0.5488
1332	0.244863	0.244131	0.5488
1333	0.244856	0.244124	0.5488
1334	0.244850	0.244118	0.5488
1335	0.244844	0.244111	0.5488
1336	0.244837	0.244104	0.5488
1337	0.244831	0.244098	0.5488
1338	0.244824	0.244091	0.5488
1339	0.244818	0.244084	0.5488
1340	0.244811	0.244077	0.5488
1341	0.244805	0.244071	0.5488
1342	0.244799	0.244064	0.5488
1343	0.244792	0.244057	0.5488
1344	0.244786	0.244050	0.5488
1345	0.244779	0.244044	0.5488
1346	0.244773	0.244037	0.5488
1347	0.244766	0.244030	0.5488
1348	0.244760	0.244023	0.5488
1349	0.244753	0.244016	0.5488
1350	0.244746	0.244009	0.5488
1351	0.244740	0.244003	0.5488
1352	0.244733	0.243996	0.5488
1353	0.244727	0.243989	0.5488
1354	0.244720	0.243982	0.5488
1355	0.244714	0.243975	0.5488
1356	0.244707	0.243968	0.5488
1357	0.244700	0.243961	0.5488
1358	0.244694	0.243954	0.5488
1359	0.244687	0.243947	0.5488
1360	0.244680	0.243940	0.5488
1361	0.244674	0.243933	0.5488
1362	0.244667	0.243926	0.5488
1363	0.244660	0.243919	0.5488
1364	0.244654	0.243912	0.5488
1365	0.244647	0.243905	0.5488
1366	0.244640	0.243898	0.5488
1367	0.244633	0.243891	0.5488
1368	0.244627	0.243884	0.5488
1369	0.244620	0.243877	0.5488
1370	0.244613	0.243870	0.5488
1371	0.244606	0.243863	0.5488
1372	0.244600	0.243856	0.5488
1373	0.244593	0.243849	0.5488
1374	0.244586	0.243841	0.5488
1375	0.244579	0.243834	0.5488
1376	0.244572	0.243827	0.5488
1377	0.244566	0.243820	0.5488
1378	0.244559	0.243813	0.5488
1379	0.244552	0.243806	0.5488
1380	0.244545	0.243798	0.5488
1381	0.244538	0.243791	0.5488
1382	0.244531	0.243784	0.5488
1383	0.244524	0.243777	0.5488
1384	0.244517	0.243770	0.5488
1385	0.244510	0.243762	0.5488
1386	0.244503	0.243755	0.5488
1387	0.244497	0.243748	0.5488
1388	0.244490	0.243740	0.5488
1389	0.244483	0.243733	0.5488
1390	0.244476	0.243726	0.5488
1391	0.244469	0.243719	0.5488
1392	0.244462	0.243711	0.5488
1393	0.244455	0.243704	0.5488
1394	0.244448	0.243696	0.5488
1395	0.244440	0.243689	0.5488
1396	0.244433	0.243682	0.5488
1397	0.244426	0.243674	0.5488
1398	0.244419	0.243667	0.5488
1399	0.244412	0.243660	0.5488
1400	0.244405	0.243652	0.5488
1401	0.244398	0.243645	0.5485
1402	0.244391	0.243637	0.5485
1403	0.244384	0.243630	0.5485
1404	0.244377	0.243622	0.5485
1405	0.244369	0.243615	0.5485
1406	0.244362	0.243607	0.5485
1407	0.244355	0.243600	0.5485
1408	0.244348	0.243592	0.5485
1409	0.244341	0.243585	0.5485
1410	0.244333	0.243577	0.5485
1411	0.244326	0.243570	0.5485
1412	0.244319	0.243562	0.5485
1413	0.244312	0.243554	0.5485
1414	0.244305	0.243547	0.5485
1415	0.244297	0.243539	0.5485
1416	0.244290	0.243532	0.5485
1417	0.244283	0.243524	0.5485
1418	0.244275	0.243516	0.5485
1419	0.244268	0.243509	0.5485
1420	0.244261	0.243501	0.5485
1421	0.244253	0.243493	0.5485
1422	0.244246	0.243486	0.5485
1423	0.244239	0.243478	0.5485
1424	0.244231	0.243470	0.5485
1425	0.244224	0.243463	0.5485
1426	0.244216	0.243455	0.5485
1427	0.244209	0.243447	0.5485
1428	0.244202	0.243439	0.5485
1429	0.244194	0.243432	0.5485
1430	0.244187	0.243424	0.5485
1431	0.244179	0.243416	0.5485
1432	0.244172	0.243408	0.5485
1433	0.244164	0.243400	0.5485
1434	0.244157	0.243393	0.5485
1435	0.244149	0.243385	0.5485
1436	0.244142	0.243377	0.5485
1437	0.244134	0.243369	0.5485
1438	0.244127	0.243361	0.5485
1439	0.244119	0.243353	0.5485
1440	0.244112	0.243345	0.5485
1441	0.244104	0.243337	0.5485
1442	0.244097	0.243329	0.5488
1443	0.244089	0.243321	0.5488
1444	0.244081	0.243314	0.5488
1445	0.244074	0.243306	0.5488
1446	0.244066	0.243298	0.5488
1447	0.244058	0.243290	0.5488
1448	0.244051	0.243282	0.5488
1449	0.244043	0.243274	0.5488
1450	0.244035	0.243266	0.5488
1451	0.244028	0.243257	0.5488
1452	0.244020	0.243249	0.5488
1453	0.244012	0.243241	0.5488
1454	0.244005	0.243233	0.5488
1455	0.243997	0.243225	0.5488
1456	0.243989	0.243217	0.5488
1457	0.243981	0.243209	0.5488
1458	0.243974	0.243201	0.5488
1459	0.243966	0.243193	0.5490
1460	0.243958	0.243185	0.5492
1461	0.243950	0.243176	0.5492
1462	0.243942	0.243168	0.5492
1463	0.243934	0.243160	0.5492
1464	0.243927	0.243152	0.5492
1465	0.243919	0.243144	0.5492
1466	0.243911	0.243135	0.5492
1467	0.243903	0.243127	0.5492
1468	0.243895	0.243119	0.5492
1469	0.243887	0.243111	0.5492
1470	0.243879	0.243102	0.5492
1471	0.243871	0.243094	0.5492
1472	0.243863	0.243086	0.5495
1473	0.243855	0.243077	0.5495
1474	0.243847	0.243069	0.5495
1475	0.243839	0.243061	0.5495
1476	0.243831	0.243052	0.5495
1477	0.243823	0.243044	0.5495
1478	0.243815	0.243036	0.5495
1479	0.243807	0.243027	0.5495
1480	0.243799	0.243019	0.5495
1481	0.243791	0.243010	0.5495
1482	0.243783	0.243002	0.5495
1483	0.243775	0.242994	0.5495
1484	0.243767	0.242985	0.5495
1485	0.243759	0.242977	0.5495
1486	0.243751	0.242968	0.5495
1487	0.243743	0.242960	0.5495
1488	0.243735	0.242951	0.5495
1489	0.243726	0.242943	0.5495
1490	0.243718	0.242934	0.5495
1491	0.243710	0.242926	0.5495
1492	0.243702	0.242917	0.5495
1493	0.243694	0.242909	0.5495
1494	0.243686	0.242900	0.5495
1495	0.243677	0.242891	0.5495
1496	0.243669	0.242883	0.5495
1497	0.243661	0.242874	0.5495
1498	0.243653	0.242865	0.5495
1499	0.243644	0.242857	0.5495
1500	0.243636	0.242848	0.5495
1501	0.243628	0.242840	0.5495
1502	0.243619	0.242831	0.5495
1503	0.243611	0.242822	0.5495
1504	0.243603	0.242813	0.5495
1505	0.243594	0.242805	0.5495
1506	0.243586	0.242796	0.5495
1507	0.243578	0.242787	0.5495
1508	0.243569	0.242778	0.5495
1509	0.243561	0.242770	0.5495
1510	0.243552	0.242761	0.5495
1511	0.243544	0.242752	0.5495
1512	0.243536	0.242743	0.5495
1513	0.243527	0.242734	0.5495
1514	0.243519	0.242726	0.5495
1515	0.243510	0.242717	0.5495
1516	0.243502	0.242708	0.5495
1517	0.243493	0.242699	0.5495
1518	0.243485	0.242690	0.5495
1519	0.243476	0.242681	0.5495
1520	0.243468	0.242672	0.5495
1521	0.243459	0.242663	0.5495
1522	0.243450	0.242654	0.5495
1523	0.243442	0.242646	0.5495
1524	0.243433	0.242637	0.5495
1525	0.243425	0.242628	0.5495
1526	0.243416	0.242619	0.5497
1527	0.243407	0.242610	0.5497
1528	0.243399	0.242601	0.5497
1529	0.243390	0.242592	0.5497
1530	0.243382	0.242582	0.5497
1531	0.243373	0.242573	0.5497
1532	0.243364	0.242564	0.5497
1533	0.243355	0.242555	0.5497
1534	0.243347	0.242546	0.5497
1535	0.243338	0.242537	0.5497
1536	0.243329	0.242528	0.5499
